shortcode,post_url,username,text,created_at,text_clean,text_norm,tokens,tokens_clean,tokens_stem,final_text,label_emosi,text_length
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,taktandurpaku,#VIRALIN biar cepet di sahkan tanpa di perlemah,,biar cepet di sahkan tanpa di perlemah,biar cepet di sahkan tanpa di perlemah,"['biar', 'cepet', 'di', 'sahkan', 'tanpa', 'di', 'perlemah']","['biar', 'cepet', 'sahkan', 'perlemah']","['biar', 'cepet', 'sahkan', 'lemah']",biar cepet sahkan lemah,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ridwan_junianton,@angga_londhen uud yang mengesahkan DPR mase. Bukan presiden. Mase pas pelajaran PPKN mesti turu,,uud yang mengesahkan dpr mase bukan presiden mase pas pelajaran ppkn mesti turu,uud yang mengesahkan dpr mase bukan presiden mase pas pelajaran ppkn mesti turu,"['uud', 'yang', 'mengesahkan', 'dpr', 'mase', 'bukan', 'presiden', 'mase', 'pas', 'pelajaran', 'ppkn', 'mesti', 'turu']","['uud', 'mengesahkan', 'dpr', 'mase', 'presiden', 'mase', 'pas', 'pelajaran', 'ppkn', 'mesti', 'turu']","['uud', 'kesah', 'dpr', 'mase', 'presiden', 'mase', 'pas', 'ajar', 'ppkn', 'mesti', 'turu']",uud kesah dpr mase presiden mase pas ajar ppkn mesti turu,netral,11
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,cho_liz0123456789,Kenapa ga terbitkan perpu??????,,kenapa ga terbitkan perpu,kenapa tidak terbitkan perpu,"['kenapa', 'tidak', 'terbitkan', 'perpu']","['terbitkan', 'perpu']","['terbit', 'perpu']",terbit perpu,netral,2
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,hendisusanto1983,"Nah klo bener saya setuju,",,nah klo bener saya setuju,nah kalau benar saya setuju,"['nah', 'kalau', 'benar', 'saya', 'setuju']",['setuju'],['tuju'],tuju,netral,1
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,nescafe_2.000,@c.komo.dbmc81 sampean lucu mas😂😂😂.. Sinauo makane ojo meng ngelawak ae,,komodbmc sampean lucu mas sinauo makane ojo meng ngelawak ae,komodbmc sampean lucu mas sinauo makane ojo meng ngelawak saja,"['komodbmc', 'sampean', 'lucu', 'mas', 'sinauo', 'makane', 'ojo', 'meng', 'ngelawak', 'saja']","['komodbmc', 'sampean', 'lucu', 'mas', 'sinauo', 'makane', 'ojo', 'meng', 'ngelawak']","['komodbmc', 'sampean', 'lucu', 'mas', 'sinauo', 'makane', 'ojo', 'meng', 'ngelawak']",komodbmc sampean lucu mas sinauo makane ojo meng ngelawak,netral,9
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,arifwh_84,Planga plongo 😂,,planga plongo,planga plongo,"['planga', 'plongo']","['planga', 'plongo']","['planga', 'plongo']",planga plongo,netral,2
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,joko_pac,@pujiaprilianto16 berati tidaknada gunanya dong ini manusia mutusin ketok palu aja kagak pecus,,berati tidaknada gunanya dong ini manusia mutusin ketok palu aja kagak pecus,berati tidaknada gunanya dong ini manusia mutusin kelihatan palu saja kagak pecus,"['berati', 'tidaknada', 'gunanya', 'dong', 'ini', 'manusia', 'mutusin', 'kelihatan', 'palu', 'saja', 'kagak', 'pecus']","['berati', 'tidaknada', 'gunanya', 'manusia', 'mutusin', 'palu', 'kagak', 'pecus']","['berat', 'tidaknada', 'guna', 'manusia', 'mutusin', 'palu', 'kagak', 'cus']",berat tidaknada guna manusia mutusin palu kagak cus,anger,8
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,joko_pac,10 tahun baru keluar dari ggorong gorong ya gini sok asik pas keluar,,tahun baru keluar dari ggorong gorong ya gini sok asik pas keluar,tahun baru keluar dari ggorong gorong ya gini sok asik pas keluar,"['tahun', 'baru', 'keluar', 'dari', 'ggorong', 'gorong', 'ya', 'gini', 'sok', 'asik', 'pas', 'keluar']","['ggorong', 'gorong', 'ya', 'gini', 'sok', 'asik', 'pas']","['ggorong', 'gorong', 'ya', 'gin', 'sok', 'asik', 'pas']",ggorong gorong ya gin sok asik pas,anger,7
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,pujiaprilianto16,La koen pengaweane lapo yokan....blok....,,la koen pengaweane lapo yokanblok,la koen pengaweane lapo yokanblok,"['la', 'koen', 'pengaweane', 'lapo', 'yokanblok']","['la', 'koen', 'pengaweane', 'lapo', 'yokanblok']","['la', 'koen', 'pengaweane', 'lapo', 'yokanblok']",la koen pengaweane lapo yokanblok,anger,5
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,pacman_good,"Ketika ditanya balik perpu pengganti uu perampasan aset dijawab "" ya ndak tau kok tanya saya "" ..jadi sama2 lempar bola panas. Negara drakor.",,ketika ditanya balik perpu pengganti uu perampasan aset dijawab ya ndak tau kok tanya saya jadi sama lempar bola panas negara drakor,ketika ditanya balik perpu pengganti uu perampasan aset dijawab ya tidak tahu kok tanya saya jadi sama lempar bola panas negara drakor,"['ketika', 'ditanya', 'balik', 'perpu', 'pengganti', 'uu', 'perampasan', 'aset', 'dijawab', 'ya', 'tidak', 'tahu', 'kok', 'tanya', 'saya', 'jadi', 'sama', 'lempar', 'bola', 'panas', 'negara', 'drakor']","['perpu', 'pengganti', 'uu', 'perampasan', 'aset', 'ya', 'lempar', 'bola', 'panas', 'negara', 'drakor']","['perpu', 'ganti', 'uu', 'ampas', 'aset', 'ya', 'lempar', 'bola', 'panas', 'negara', 'drakor']",perpu ganti uu ampas aset ya lempar bola panas negara drakor,anger,11
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bent_kimci,1 kata belgedes,,kata belgedes,kata belgedes,"['kata', 'belgedes']",['belgedes'],['belgedes'],belgedes,anger,1
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bent_kimci,@pujiaprilianto16 wkwkwk memang presiden nya nggk mau d sahin .... partai itu 60 persen kubu jokowi kalau dia mau semua bisa ... contoh uu yg tercipta sprti IKN dan ombimbuslaw ... yaa karena nego jokowi lahhh kayak anak kecill polos amat dekkk😂😂😂,,wkwkwk memang presiden nya nggk mau d sahin partai itu persen kubu jokowi kalau dia mau semua bisa contoh uu yg tercipta sprti ikn dan ombimbuslaw yaa karena nego jokowi lahhh kayak anak kecill polos amat dekkk,wkwkwk memang presiden nya tidak mau di sahin partai itu persen kubu jokowi kalau dia mau semua bisa contoh uu yang tercipta seperti ikn dan ombimbuslaw yaa karena nego jokowi lahhh seperti anak kecill polos amat dekkk,"['wkwkwk', 'memang', 'presiden', 'nya', 'tidak', 'mau', 'di', 'sahin', 'partai', 'itu', 'persen', 'kubu', 'jokowi', 'kalau', 'dia', 'mau', 'semua', 'bisa', 'contoh', 'uu', 'yang', 'tercipta', 'seperti', 'ikn', 'dan', 'ombimbuslaw', 'yaa', 'karena', 'nego', 'jokowi', 'lahhh', 'seperti', 'anak', 'kecill', 'polos', 'amat', 'dekkk']","['wkwkwk', 'presiden', 'nya', 'sahin', 'partai', 'persen', 'kubu', 'jokowi', 'contoh', 'uu', 'tercipta', 'ikn', 'ombimbuslaw', 'yaa', 'nego', 'jokowi', 'lahhh', 'anak', 'kecill', 'polos', 'dekkk']","['wkwkwk', 'presiden', 'nya', 'sahin', 'partai', 'persen', 'kubu', 'jokowi', 'contoh', 'uu', 'cipta', 'ikn', 'ombimbuslaw', 'yaa', 'nego', 'jokowi', 'lahhh', 'anak', 'kecill', 'polos', 'dekkk']",wkwkwk presiden nya sahin partai persen kubu jokowi contoh uu cipta ikn ombimbuslaw yaa nego jokowi lahhh anak kecill polos dekkk,netral,21
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bent_kimci,@doddy.as wkwkwkwk lawak lawakk .... knp nunggu uu ???? System pemerintahan kita presidensial .... presiden bia keluarakan undang2 tanpa dpr setujui ada Pp ada perpu ... emang jokowi aja belgedes😂😂😂😂,,as wkwkwkwk lawak lawakk knp nunggu uu system pemerintahan kita presidensial presiden bia keluarakan undang tanpa dpr setujui ada pp ada perpu emang jokowi aja belgedes,as wkwkwkwk lawak lawakk kenapa nunggu uu system pemerintahan kita presidensial presiden bia keluarakan undang tanpa dpr setujui ada pp ada perpu emang jokowi saja belgedes,"['as', 'wkwkwkwk', 'lawak', 'lawakk', 'kenapa', 'nunggu', 'uu', 'system', 'pemerintahan', 'kita', 'presidensial', 'presiden', 'bia', 'keluarakan', 'undang', 'tanpa', 'dpr', 'setujui', 'ada', 'pp', 'ada', 'perpu', 'emang', 'jokowi', 'saja', 'belgedes']","['wkwkwkwk', 'lawak', 'lawakk', 'nunggu', 'uu', 'system', 'pemerintahan', 'presidensial', 'presiden', 'bia', 'keluarakan', 'undang', 'dpr', 'setujui', 'pp', 'perpu', 'emang', 'jokowi', 'belgedes']","['wkwkwkwk', 'lawak', 'lawakk', 'nunggu', 'uu', 'system', 'perintah', 'presidensial', 'presiden', 'bia', 'keluarakan', 'undang', 'dpr', 'tuju', 'pp', 'perpu', 'emang', 'jokowi', 'belgedes']",wkwkwkwk lawak lawakk nunggu uu system perintah presidensial presiden bia keluarakan undang dpr tuju pp perpu emang jokowi belgedes,netral,19
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,pujiaprilianto16,@bent_kimci ???? Yakin gk mau di sahin.... yg gak mau presiden apa semua???😂😂😂 mikir kalau mau nyerang jngan 1 2 personal aja..all in d serang toh sama2 tau.... bobroknya negri ini...😂😂😂😂,,yakin gk mau di sahin yg gak mau presiden apa semua mikir kalau mau nyerang jngan personal ajaall in d serang toh sama tau bobroknya negri ini,yakin tidak mau di sahin yang tidak mau presiden apa semua mikir kalau mau nyerang jangan personal ajaall in di serang toh sama tahu bobroknya negri ini,"['yakin', 'tidak', 'mau', 'di', 'sahin', 'yang', 'tidak', 'mau', 'presiden', 'apa', 'semua', 'mikir', 'kalau', 'mau', 'nyerang', 'jangan', 'personal', 'ajaall', 'in', 'di', 'serang', 'toh', 'sama', 'tahu', 'bobroknya', 'negri', 'ini']","['sahin', 'presiden', 'mikir', 'nyerang', 'personal', 'ajaall', 'serang', 'bobroknya', 'negri']","['sahin', 'presiden', 'mikir', 'nyerang', 'personal', 'ajaall', 'serang', 'bobrok', 'negri']",sahin presiden mikir nyerang personal ajaall serang bobrok negri,netral,9
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sultanposang,Kapan pulang om sdh tidak sabar indonesia damai,,kapan pulang om sdh tidak sabar indonesia damai,kapan pulang om sudah tidak sabar indonesia damai,"['kapan', 'pulang', 'om', 'sudah', 'tidak', 'sabar', 'indonesia', 'damai']","['pulang', 'om', 'sabar', 'indonesia', 'damai']","['pulang', 'om', 'sabar', 'indonesia', 'damai']",pulang om sabar indonesia damai,netral,5
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sabdatama08,Sampai jumpa di pengadilan akhirat,,sampai jumpa di pengadilan akhirat,sampai jumpa di pengadilan akhirat,"['sampai', 'jumpa', 'di', 'pengadilan', 'akhirat']","['jumpa', 'pengadilan', 'akhirat']","['jumpa', 'adil', 'akhirat']",jumpa adil akhirat,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,muhaikalisme,"@angga_londhen cara main keppres, inpres dg uu itu beda maszeh 😂",,cara main keppres inpres dg uu itu beda maszeh,cara main keppres inpres dengan uu itu beda maszeh,"['cara', 'main', 'keppres', 'inpres', 'dengan', 'uu', 'itu', 'beda', 'maszeh']","['main', 'keppres', 'inpres', 'uu', 'beda', 'maszeh']","['main', 'keppres', 'inpres', 'uu', 'beda', 'maszeh']",main keppres inpres uu beda maszeh,netral,6
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,muhaikalisme,Lawak😂,,lawak,lawak,['lawak'],['lawak'],['lawak'],lawak,netral,1
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,masobeth,Nggolek komen sing paling lucu.,,nggolek komen sing paling lucu,nggolek komen yang sangat lucu,"['nggolek', 'komen', 'yang', 'sangat', 'lucu']","['nggolek', 'komen', 'lucu']","['nggolek', 'komen', 'lucu']",nggolek komen lucu,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,titikhitam_23,Berkasnya sampe jamuran di meja dpr gak dapet acc mulu 😂,,berkasnya sampe jamuran di meja dpr gak dapet acc mulu,berkasnya sampe jamuran di meja dpr tidak dapet acc mulu,"['berkasnya', 'sampe', 'jamuran', 'di', 'meja', 'dpr', 'tidak', 'dapet', 'acc', 'mulu']","['berkasnya', 'sampe', 'jamuran', 'meja', 'dpr', 'dapet', 'acc', 'mulu']","['berkas', 'sampe', 'jamur', 'meja', 'dpr', 'dapet', 'acc', 'mulu']",berkas sampe jamur meja dpr dapet acc mulu,netral,8
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mandor_deso,"@angga_londhen g semudah itu bosku ,,,",,g semudah itu bosku,tidak semudah itu bosku,"['tidak', 'semudah', 'itu', 'bosku']","['semudah', 'bosku']","['mudah', 'bos']",mudah bos,netral,2
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mandor_deso,@c.komo.dbmc81 bljar sek bosku,,komodbmc bljar sek bosku,komodbmc bljar masih bosku,"['komodbmc', 'bljar', 'masih', 'bosku']","['komodbmc', 'bljar', 'bosku']","['komodbmc', 'bljar', 'bos']",komodbmc bljar bos,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,yulissantosoktbffh,@muslim_sun84 loh yang yalonkan kan partai masseee,,loh yang yalonkan kan partai masseee,loh yang yalonkan kan partai masseee,"['loh', 'yang', 'yalonkan', 'kan', 'partai', 'masseee']","['loh', 'yalonkan', 'partai', 'masseee']","['loh', 'yalonkan', 'partai', 'masseee']",loh yalonkan partai masseee,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dimasndarusetiadi,"@angga_londhen ayo mas bro adu data bisa, ajak e smpyn wes puinter. Aku tak sinau",,ayo mas bro adu data bisa ajak e smpyn wes puinter aku tak sinau,ayo mas bro adu data bisa ajak e smpyn sudah puinter saya tidak sinau,"['ayo', 'mas', 'bro', 'adu', 'data', 'bisa', 'ajak', 'e', 'smpyn', 'sudah', 'puinter', 'saya', 'tidak', 'sinau']","['ayo', 'mas', 'bro', 'adu', 'data', 'ajak', 'e', 'smpyn', 'puinter', 'sinau']","['ayo', 'mas', 'bro', 'adu', 'data', 'ajak', 'e', 'smpyn', 'puinter', 'sinau']",ayo mas bro adu data ajak e smpyn puinter sinau,netral,10
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,josheagustin,fungsi mahasiwa sg biasa ne demo2 🤔,,fungsi mahasiwa sg biasa ne demo,fungsi mahasiwa sg biasa ne demo,"['fungsi', 'mahasiwa', 'sg', 'biasa', 'ne', 'demo']","['fungsi', 'mahasiwa', 'sg', 'ne', 'demo']","['fungsi', 'mahasiwa', 'sg', 'ne', 'demo']",fungsi mahasiwa sg ne demo,netral,5
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,suryahad,"Pesan Jokowi pada Presiden RI, 😂🤣",,pesan jokowi pada presiden ri,pesan jokowi pada presiden ri,"['pesan', 'jokowi', 'pada', 'presiden', 'ri']","['pesan', 'jokowi', 'presiden', 'ri']","['pesan', 'jokowi', 'presiden', 'ri']",pesan jokowi presiden ri,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,baymas55,@c.komo.dbmc81 beeehh kurang pengetahuan nii,,komodbmc beeehh kurang pengetahuan nii,komodbmc beeehh kurang pengetahuan nii,"['komodbmc', 'beeehh', 'kurang', 'pengetahuan', 'nii']","['komodbmc', 'beeehh', 'pengetahuan', 'nii']","['komodbmc', 'beeehh', 'tahu', 'nii']",komodbmc beeehh tahu nii,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mas_rkp,"@c.komo.dbmc81 kowe nyapo,rasah caper😂",,komodbmc kowe nyaporasah caper,komodbmc kowe nyaporasah caper,"['komodbmc', 'kowe', 'nyaporasah', 'caper']","['komodbmc', 'kowe', 'nyaporasah', 'caper']","['komodbmc', 'kowe', 'nyaporasah', 'caper']",komodbmc kowe nyaporasah caper,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,trisloved,Tak bantu do'a saja pak,,tak bantu doa saja pak,tidak bantu doa saja pak,"['tidak', 'bantu', 'doa', 'saja', 'pak']","['bantu', 'doa']","['bantu', 'doa']",bantu doa,netral,2
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,muhammadhady1992,Jooss iki… kawal teruss🔥🔥🔥,,jooss iki kawal teruss,jooss ini kawal teruss,"['jooss', 'ini', 'kawal', 'teruss']","['jooss', 'kawal', 'teruss']","['jooss', 'kawal', 'teruss']",jooss kawal teruss,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,"@angga_londhen Ngga bisa kalo cuma ngandelin kepres/inpres aja mas. Untuk masalah korupsi yang jadi isu besar. Kepres dan inpres bukan solusi ideal utk diterapkan jangka panjang. Ibarat halaman rumah banyak rumput liar, lebih efektif pake mesin pemotong rumput daripada pake gunting. Harus UU dulu yang dibuat, baru kepres/inpres, kepres inpres biasanya mengatur hal yang lebih teknisnya. Jadii, Ketimbang kepres dan inpres, UU lebih legit secara hierarki buat dijadikan dasar APH untuk melakukan perampasan aset.",,ngga bisa kalo cuma ngandelin kepresinpres aja mas untuk masalah korupsi yang jadi isu besar kepres dan inpres bukan solusi ideal utk diterapkan jangka panjang ibarat halaman rumah banyak rumput liar lebih efektif pake mesin pemotong rumput daripada pake gunting harus uu dulu yang dibuat baru kepresinpres kepres inpres biasanya mengatur hal yang lebih teknisnya jadii ketimbang kepres dan inpres uu lebih legit secara hierarki buat dijadikan dasar aph untuk melakukan perampasan aset,tidak bisa kalau cuma ngandelin kepresinpres saja mas untuk masalah korupsi yang jadi isu besar kepres dan inpres bukan solusi ideal untuk diterapkan jangka panjang ibarat halaman rumah banyak rumput liar lebih efektif pakai mesin pemotong rumput daripada pakai gunting harus uu dulu yang dibuat baru kepresinpres kepres inpres biasanya mengatur hal yang lebih teknisnya jadii ketimbang kepres dan inpres uu lebih legit secara hierarki buat dijadikan dasar aph untuk melakukan perampasan aset,"['tidak', 'bisa', 'kalau', 'cuma', 'ngandelin', 'kepresinpres', 'saja', 'mas', 'untuk', 'masalah', 'korupsi', 'yang', 'jadi', 'isu', 'besar', 'kepres', 'dan', 'inpres', 'bukan', 'solusi', 'ideal', 'untuk', 'diterapkan', 'jangka', 'panjang', 'ibarat', 'halaman', 'rumah', 'banyak', 'rumput', 'liar', 'lebih', 'efektif', 'pakai', 'mesin', 'pemotong', 'rumput', 'daripada', 'pakai', 'gunting', 'harus', 'uu', 'dulu', 'yang', 'dibuat', 'baru', 'kepresinpres', 'kepres', 'inpres', 'biasanya', 'mengatur', 'hal', 'yang', 'lebih', 'teknisnya', 'jadii', 'ketimbang', 'kepres', 'dan', 'inpres', 'uu', 'lebih', 'legit', 'secara', 'hierarki', 'buat', 'dijadikan', 'dasar', 'aph', 'untuk', 'melakukan', 'perampasan', 'aset']","['ngandelin', 'kepresinpres', 'mas', 'korupsi', 'isu', 'kepres', 'inpres', 'solusi', 'ideal', 'diterapkan', 'jangka', 'halaman', 'rumah', 'rumput', 'liar', 'efektif', 'pakai', 'mesin', 'pemotong', 'rumput', 'pakai', 'gunting', 'uu', 'kepresinpres', 'kepres', 'inpres', 'mengatur', 'teknisnya', 'jadii', 'ketimbang', 'kepres', 'inpres', 'uu', 'legit', 'hierarki', 'dijadikan', 'dasar', 'aph', 'perampasan', 'aset']","['ngandelin', 'kepresinpres', 'mas', 'korupsi', 'isu', 'pres', 'inpres', 'solusi', 'ideal', 'terap', 'jangka', 'halaman', 'rumah', 'rumput', 'liar', 'efektif', 'pakai', 'mesin', 'potong', 'rumput', 'pakai', 'gunting', 'uu', 'kepresinpres', 'pres', 'inpres', 'atur', 'teknis', 'jadi', 'ketimbang', 'pres', 'inpres', 'uu', 'legit', 'hierarki', 'jadi', 'dasar', 'aph', 'ampas', 'aset']",ngandelin kepresinpres mas korupsi isu pres inpres solusi ideal terap jangka halaman rumah rumput liar efektif pakai mesin potong rumput pakai gunting uu kepresinpres pres inpres atur teknis jadi ketimbang pres inpres uu legit hierarki jadi dasar aph ampas aset,anger,40
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,@angga_londhen sampean ini udh salah ngotot juga ya saya liat di komentar bawah wkwkwk kasian yang cape cape kuliah hukum mas. 😂,,sampean ini udh salah ngotot juga ya saya liat di komentar bawah wkwkwk kasian yang cape cape kuliah hukum mas,sampean ini sudah salah ngotot juga ya saya liat di komentar bawah wkwkwk kasian yang cape cape kuliah hukum mas,"['sampean', 'ini', 'sudah', 'salah', 'ngotot', 'juga', 'ya', 'saya', 'liat', 'di', 'komentar', 'bawah', 'wkwkwk', 'kasian', 'yang', 'cape', 'cape', 'kuliah', 'hukum', 'mas']","['sampean', 'salah', 'ngotot', 'ya', 'liat', 'komentar', 'wkwkwk', 'kasian', 'cape', 'cape', 'kuliah', 'hukum', 'mas']","['sampean', 'salah', 'ngotot', 'ya', 'liat', 'komentar', 'wkwkwk', 'kasi', 'cape', 'cape', 'kuliah', 'hukum', 'mas']",sampean salah ngotot ya liat komentar wkwkwk kasi cape cape kuliah hukum mas,netral,13
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,@c.komo.dbmc81 Defisit Akal Sehat.,,komodbmc defisit akal sehat,komodbmc defisit akal sehat,"['komodbmc', 'defisit', 'akal', 'sehat']","['komodbmc', 'defisit', 'akal', 'sehat']","['komodbmc', 'defisit', 'akal', 'sehat']",komodbmc defisit akal sehat,netral,4
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,"Bacod, salahkan PUAN, MEGA, GANJAR, sang idolamu itu",,bacod salahkan puan mega ganjar sang idolamu itu,bacod salahkan puan mega ganjar sang idolamu itu,"['bacod', 'salahkan', 'puan', 'mega', 'ganjar', 'sang', 'idolamu', 'itu']","['bacod', 'salahkan', 'puan', 'mega', 'ganjar', 'sang', 'idolamu']","['bacod', 'salah', 'puan', 'mega', 'ganjar', 'sang', 'idola']",bacod salah puan mega ganjar sang idola,anger,7
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,@cak.yadi balas woy! Udh malu ketauan begonya?,,yadi balas woy udh malu ketauan begonya,yadi balas woy sudah malu ketauan begonya,"['yadi', 'balas', 'woy', 'sudah', 'malu', 'ketauan', 'begonya']","['yadi', 'balas', 'woy', 'malu', 'ketauan', 'begonya']","['yad', 'balas', 'woy', 'malu', 'tau', 'bego']",yad balas woy malu tau bego,netral,6
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,@cak.yadi salahin puan dan PDIP bos,,yadi salahin puan dan pdip bos,yadi salahin puan dan pdip bos,"['yadi', 'salahin', 'puan', 'dan', 'pdip', 'bos']","['yadi', 'salahin', 'puan', 'pdip', 'bos']","['yad', 'salahin', 'puan', 'pdip', 'bos']",yad salahin puan pdip bos,netral,5
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aidan.ravs,"Sekolah dulu yg bener baru komen, janji?!",,sekolah dulu yg bener baru komen janji,sekolah dulu yang benar baru komen janji,"['sekolah', 'dulu', 'yang', 'benar', 'baru', 'komen', 'janji']","['sekolah', 'komen', 'janji']","['sekolah', 'komen', 'janji']",sekolah komen janji,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,y_prasety0,"@angga_londhen kepres berlaku cuma setahun, bljar dulu bru ngomong",,kepres berlaku cuma setahun bljar dulu bru ngomong,kepres berlaku cuma setahun bljar dulu bru ngomong,"['kepres', 'berlaku', 'cuma', 'setahun', 'bljar', 'dulu', 'bru', 'ngomong']","['kepres', 'berlaku', 'setahun', 'bljar', 'bru', 'ngomong']","['pres', 'laku', 'tahun', 'bljar', 'bru', 'ngomong']",pres laku tahun bljar bru ngomong,netral,6
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,y_prasety0,Itu yang ngaku aktivis di kawal lah @pmiiofficial @pbhmi @dppgmni,,itu yang ngaku aktivis di kawal lah,itu yang ngaku aktivis di kawal lah,"['itu', 'yang', 'ngaku', 'aktivis', 'di', 'kawal', 'lah']","['ngaku', 'aktivis', 'kawal']","['ngaku', 'aktivis', 'kawal']",ngaku aktivis kawal,netral,3
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,widykphedia,bijimane ngawalnya..... ntar ketok palu malem².... batal...... 😂😂😂😂😂,,bijimane ngawalnya ntar ketok palu malem batal,bijimane ngawalnya ntar kelihatan palu malem batal,"['bijimane', 'ngawalnya', 'ntar', 'kelihatan', 'palu', 'malem', 'batal']","['bijimane', 'ngawalnya', 'ntar', 'palu', 'malem', 'batal']","['bijimane', 'ngawalnya', 'ntar', 'palu', 'malem', 'batal']",bijimane ngawalnya ntar palu malem batal,netral,6
,https://www.instagram.com/p/C60fwkErizU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,zakiyyamk,Saya setuju pak🔥🔥,,saya setuju pak,saya setuju pak,"['saya', 'setuju', 'pak']",['setuju'],['tuju'],tuju,netral,1
